Date,Open,High,Low,Close,Adj Close,Volume
05/17/2019,46.73249817,47.72499847,46.68999863,47.25,45.84302521,131516400
05/20/2019,45.88000107,46.08750153,45.06999969,45.77249908,44.40951538,154449200
05/21/2019,46.30500031,47,46.17499924,46.65000153,45.26088715,113459200
05/22/2019,46.16500092,46.42750168,45.63750076,45.69499969,44.33432007,118994400
05/23/2019,44.95000076,45.13499832,44.45249939,44.91500092,43.57754898,146118800
05/24/2019,45.04999924,45.53499985,44.65499878,44.74250031,43.41018295,94858800
05/28/2019,44.72999954,45.14749908,44.47750092,44.55749893,43.23069382,111792800
05/29/2019,44.10499954,44.83750153,44,44.34500122,43.0245285,113924800
05/30/2019,44.48749924,44.80749893,44.16749954,44.57500076,43.24767685,84873600
05/31/2019,44.05749893,44.49750137,43.74750137,43.76750183,42.46422195,108174400
06/03/2019,43.90000153,44.47999954,42.56750107,43.32500076,42.03489304,161584400
06/04/2019,43.86000061,44.95750046,43.63000107,44.90999985,43.57269287,123872000
06/05/2019,46.06999969,46.24750137,45.28499985,45.63499832,44.27610779,119093600
06/06/2019,45.77000046,46.36750031,45.53749847,46.30500031,44.92615128,90105200
06/07/2019,46.62749863,47.97999954,46.44250107,47.53749847,46.12195206,122737600
06/10/2019,47.95249939,48.84249878,47.90499878,48.14500046,46.71136475,104883600
06/11/2019,48.71500015,49,48.40000153,48.70249939,47.2522583,107731600
06/12/2019,48.48749924,48.99250031,48.34749985,48.54750061,47.10187912,73012800
06/13/2019,48.67499924,49.19749832,48.40000153,48.53749847,47.09217834,86698400
06/14/2019,47.88750076,48.39749908,47.57500076,48.18500137,46.75017548,75046000
06/17/2019,48.22499847,48.74000168,48.04249954,48.47249985,47.02910614,58676400
06/18/2019,49.01250076,50.07249832,48.80250168,49.61249924,48.13516617,106204000
06/19/2019,49.91999817,49.97000122,49.32749939,49.46749878,47.99447632,84496800
06/20/2019,50.09249878,50.15250015,49.50749969,49.86500168,48.38014984,86056000
06/21/2019,49.70000076,50.21250153,49.53749847,49.69499969,48.21520996,191202400
06/24/2019,49.63499832,50.04000092,49.54249954,49.64500046,48.16669846,72881600
06/25/2019,49.60749817,49.81499863,48.82249832,48.89250183,47.43661499,84281200
06/26/2019,49.44250107,50.24750137,49.33750153,49.95000076,48.46261597,104270000
06/27/2019,50.07249832,50.39250183,49.89250183,49.93500137,48.4480629,83598800
06/28/2019,49.66999817,49.875,49.26250076,49.47999954,48.00661087,124442400
07/01/2019,50.79249954,51.12250137,50.16249847,50.38750076,48.88709259,109012000
07/02/2019,50.35250092,50.78250122,50.34000015,50.68249893,49.17330551,67740800
07/03/2019,50.81999969,51.11000061,50.67250061,51.10250092,49.5807991,45448000
07/05/2019,50.83750153,51.27000046,50.72499847,51.05749893,49.53713608,69062000
07/08/2019,50.20249939,50.34999847,49.60250092,50.00500107,48.51597977,101354400
07/09/2019,49.79999924,50.37749863,49.70249939,50.31000137,48.81189346,82312000
07/10/2019,50.46250153,50.93249893,50.38999939,50.80749893,49.29458618,71588400
07/11/2019,50.82749939,51.09749985,50.42750168,50.4375,48.93559647,80767200
07/12/2019,50.61249924,51,50.54999924,50.82500076,49.31155777,70380800
07/15/2019,51.02249908,51.46749878,51,51.30250168,49.77484512,67789600
07/16/2019,51.14749908,51.52750015,50.875,51.125,49.60263443,67467200
07/17/2019,51.01250076,51.27249908,50.81750107,50.83750153,49.32369614,56430000
07/18/2019,51,51.47000122,50.92499924,51.41500092,49.88399506,74162400
07/19/2019,51.44749832,51.625,50.59000015,50.64749908,49.13935471,83717200
07/22/2019,50.91249847,51.80749893,50.90250015,51.80500031,50.26238632,89111600
07/23/2019,52.11500168,52.22750092,51.82249832,52.20999908,50.65532303,73420800
07/24/2019,51.91749954,52.28749847,51.79249954,52.16749954,50.61407852,59966400
07/25/2019,52.22249985,52.31000137,51.68249893,51.75500107,50.21387482,55638400
07/26/2019,51.86999893,52.43249893,51.78499985,51.93500137,50.38851166,70475600
07/29/2019,52.11500168,52.65999985,52.11000061,52.41999817,50.85906601,86693600
07/30/2019,52.18999863,52.54000092,51.82749939,52.19499969,50.64076614,135742800
07/31/2019,54.10499954,55.34249878,52.82500076,53.25999832,51.67405319,277125600
08/01/2019,53.47499847,54.50749969,51.68500137,52.10749817,50.55587006,216071600
08/02/2019,51.38249969,51.60749817,50.40750122,51.00500107,49.48620987,163448400
08/05/2019,49.49750137,49.66249847,48.14500046,48.33499908,46.89570618,209572000
08/06/2019,49.07749939,49.51750183,48.50999832,49.25,47.78346634,143299200
08/07/2019,48.85250092,49.88999939,48.45500183,49.75999832,48.27827835,133457600
08/08/2019,50.04999924,50.88249969,49.84749985,50.85749817,49.34309387,108038000
08/09/2019,50.32500076,50.68999863,49.82249832,50.24750137,48.93649292,98478800
08/12/2019,49.90499878,50.51250076,49.78749847,50.11999893,48.81231308,89927600
08/13/2019,50.25500107,53.03499985,50.11999893,52.24250031,50.87943268,188874000
08/14/2019,50.79000092,51.61000061,50.64749908,50.6875,49.36500931,146189600
08/15/2019,50.86500168,51.28499985,49.91749954,50.43500137,49.11910248,108909600
08/16/2019,51.06999969,51.79000092,50.95999908,51.625,50.27804565,110481600
08/19/2019,52.65499878,53.18249893,52.50749969,52.58750153,51.21543884,97654400
08/20/2019,52.72000122,53.33750153,52.58000183,52.59000015,51.21787262,107537200
08/21/2019,53.24750137,53.41249847,52.90000153,53.15999985,51.77299881,86141600
08/22/2019,53.29750061,53.61000061,52.6875,53.11500168,51.72917175,89014800
08/23/2019,52.35749817,53.01250076,50.25,50.65999985,49.33822632,187272000
08/26/2019,51.46500015,51.79750061,51.26499939,51.62250137,50.27561188,104174400
08/27/2019,51.96500015,52.13750076,50.88249969,51.04000092,49.70830154,103493200
08/28/2019,51.02500153,51.43000031,50.83000183,51.38249969,50.04188156,63755200
08/29/2019,52.125,52.33000183,51.66500092,52.25249863,50.88917542,83962000
08/30/2019,52.54000092,52.61249924,51.79999924,52.18500137,50.82344055,84573600
09/03/2019,51.60749817,51.74499893,51.05500031,51.42499924,50.08327103,80092000
09/04/2019,52.09749985,52.36999893,51.83000183,52.29750061,50.93300629,76752400
09/05/2019,53,53.49250031,52.87749863,53.31999969,51.92882156,95654800
09/06/2019,53.51250076,53.60499954,53.12749863,53.31499863,51.92396164,77449200
09/09/2019,53.70999908,54.11000061,52.76750183,53.54249954,52.14551926,109237600
09/10/2019,53.46500015,54.19499969,52.92750168,54.17499924,52.76151276,127111600
09/11/2019,54.51750183,55.92750168,54.43249893,55.89749908,54.43907166,177158400
09/12/2019,56.20000076,56.60499954,55.71500015,55.77249908,54.31734085,128906800
09/13/2019,55,55.19749832,54.25500107,54.6875,53.26063919,159053200
09/16/2019,54.43249893,55.03250122,54.38999939,54.97499847,53.54063416,84632400
09/17/2019,54.99000168,55.20500183,54.77999878,55.17499924,53.73542023,73274800
09/18/2019,55.26499939,55.71250153,54.86000061,55.69250107,54.23941803,101360000
09/19/2019,55.50249863,55.93999863,55.09249878,55.24000168,53.79872894,88242400
09/20/2019,55.34500122,55.63999939,54.36750031,54.43249893,53.01229477,221652400
09/23/2019,54.73749924,54.95999908,54.41249847,54.68000031,53.25333786,76662000
09/24/2019,55.25749969,55.62250137,54.29750061,54.41999817,53.00011826,124763200
09/25/2019,54.63750076,55.375,54.28499985,55.25749969,53.81577301,87613600
09/26/2019,55,55.23500061,54.70750046,54.97249985,53.53820038,75334000
09/27/2019,55.13499832,55.24000168,54.31999969,54.70500183,53.2776947,101408000
09/30/2019,55.22499847,56.14500046,55.19749832,55.99250031,54.53159714,103909600
10/01/2019,56.26750183,57.05500031,56.04999924,56.14749908,54.68254471,139223200
10/02/2019,55.76499939,55.89500046,54.48249817,54.74000168,53.31177902,138449200
10/03/2019,54.60749817,55.24000168,53.78250122,55.20500183,53.76463318,114426000
10/04/2019,56.40999985,56.87250137,55.97249985,56.75249863,55.27176666,138478800
10/07/2019,56.56750107,57.48249817,56.45999908,56.76499939,55.28393555,122306000
10/08/2019,56.45500183,57.01499939,56.08250046,56.09999847,54.63628387,111820000
10/09/2019,56.75749969,56.94749832,56.40999985,56.75749969,55.27663422,74770400
10/10/2019,56.98249817,57.61000061,56.82500076,57.52249908,56.02167892,113013600
10/11/2019,58.23749924,59.40999985,58.07749939,59.05250168,57.51176071,166795600
10/14/2019,58.72499847,59.53250122,58.66749954,58.96749878,57.42897034,96427600
10/15/2019,59.09749985,59.41249847,58.72000122,58.83000183,57.2950592,87360000
10/16/2019,58.34249878,58.81000137,58.29999924,58.59249878,57.06375504,73903200
10/17/2019,58.77249908,59.03749847,58.38000107,58.81999969,57.28532028,67585200
10/18/2019,58.64749908,59.39500046,58.57249832,59.10250092,57.56045914,97433600
10/21/2019,59.38000107,60.24750137,59.33000183,60.12749863,58.55870819,87247200
10/22/2019,60.29000092,60.54999924,59.90499878,59.99000168,58.42479324,82293600
10/23/2019,60.52500153,60.81000137,60.30500031,60.79499817,59.20878601,75828800
10/24/2019,61.12749863,61.20000076,60.45249939,60.89500046,59.30617523,69275200
10/25/2019,60.79000092,61.68249893,60.72000122,61.64500046,60.03660965,73477200
10/28/2019,61.85499954,62.3125,61.68000031,62.26250076,60.63800812,96572800
10/29/2019,62.24250031,62.4375,60.64250183,60.82249832,59.23557663,142839600
10/30/2019,61.18999863,61.32500076,60.30250168,60.81499863,59.22827148,124522000
10/31/2019,61.81000137,62.29249954,59.31499863,62.18999863,60.56740189,139162000
11/01/2019,62.38499832,63.98249817,62.29000092,63.95500183,62.28634644,151125200
11/04/2019,64.33249664,64.46250153,63.84500122,64.375,62.69537735,103272000
11/05/2019,64.26249695,64.54750061,64.08000183,64.28250122,62.6053009,79897600
11/06/2019,64.19249725,64.37249756,63.84249878,64.30999756,62.63208008,75864400
11/07/2019,64.68499756,65.08750153,64.52749634,64.85749817,63.35493088,94940400
11/08/2019,64.67250061,65.11000061,64.21250153,65.03500366,63.52832413,69986400
11/11/2019,64.57499695,65.61750031,64.56999969,65.55000305,64.03138733,81821200
11/12/2019,65.38749695,65.69750214,65.23000336,65.48999786,63.97278595,87388800
11/13/2019,65.28250122,66.19499969,65.26750183,66.11750031,64.58575439,102734400
11/14/2019,65.9375,66.22000122,65.52500153,65.66000366,64.13884735,89182800
11/15/2019,65.91999817,66.44499969,65.75250244,66.44000244,64.90077972,100206400
11/18/2019,66.44999695,66.85749817,66.05750275,66.77500153,65.22801971,86703200
11/19/2019,66.97499847,67,66.34750366,66.57250214,65.03018951,76167200
11/20/2019,66.38500214,66.51999664,65.09999847,65.79750061,64.27315521,106234400
11/21/2019,65.92250061,66.00250244,65.29499817,65.50250244,63.9849968,121395200
11/22/2019,65.64749908,65.79499817,65.20999908,65.44499969,63.92882538,65325200
11/25/2019,65.67749786,66.61000061,65.62999725,66.59249878,65.04974365,84020400
11/26/2019,66.73500061,66.79000092,65.625,66.07250214,64.54180145,105207600
11/27/2019,66.39499664,66.99500275,66.32749939,66.95999908,65.40871429,65235600
11/29/2019,66.65000153,67,66.47499847,66.8125,65.26464081,46617600
12/02/2019,66.81749725,67.0625,65.86250305,66.04000092,64.51005554,94487200
12/03/2019,64.57749939,64.88249969,64.07250214,64.86250305,63.35982513,114430400
12/04/2019,65.26750183,65.82749939,65.16999817,65.43499756,63.91904831,67181600
12/05/2019,65.94750214,66.47250366,65.68250275,66.39499664,64.85681152,74424400
12/06/2019,66.87000275,67.75,66.82499695,67.67749786,66.10961151,106075600
12/09/2019,67.5,67.69999695,66.22750092,66.73000336,65.1840744,128042400
12/10/2019,67.15000153,67.51750183,66.46499634,67.12000275,65.5650177,90420400
12/11/2019,67.20249939,67.77500153,67.125,67.69249725,66.12425232,78756800
12/12/2019,66.94499969,68.13999939,66.83000183,67.86499786,66.29276276,137310400
12/13/2019,67.86499786,68.82499695,67.73249817,68.78749847,67.1938858,133587600
12/16/2019,69.25,70.19750214,69.24500275,69.96499634,68.34409332,128186000
12/17/2019,69.89250183,70.44249725,69.69999695,70.10250092,68.47841644,114158400
12/18/2019,69.94999695,70.47499847,69.77999878,69.93499756,68.31480408,116028400
12/19/2019,69.875,70.29499817,69.73750305,70.00499725,68.38317871,98369200
12/20/2019,70.55750275,70.66249847,69.63999939,69.86000061,68.241539,275978000
12/23/2019,70.13249969,71.0625,70.09249878,71,69.35513306,98572000
12/24/2019,71.17250061,71.22250366,70.73000336,71.06749725,69.42105865,48478800
12/26/2019,71.20500183,72.49500275,71.17500305,72.47750092,70.79840851,93121200
12/27/2019,72.77999878,73.49250031,72.02999878,72.44999695,70.77153778,146266000
12/30/2019,72.36499786,73.17250061,71.30500031,72.87999725,71.19156647,144114400
12/31/2019,72.48249817,73.41999817,72.37999725,73.41249847,71.71173859,100805600
01/02/2020,74.05999756,75.15000153,73.79750061,75.08750153,73.34793091,135480400
01/03/2020,74.28749847,75.14499664,74.125,74.35749817,72.63484955,146322800
01/06/2020,73.44750214,74.98999786,73.1875,74.94999695,73.21363068,118387200
01/07/2020,74.95999908,75.22499847,74.37000275,74.59750366,72.86929321,108872000
01/08/2020,74.29000092,76.11000061,74.29000092,75.79750061,74.04148865,132079200
01/09/2020,76.80999756,77.60749817,76.55000305,77.40750122,75.61417389,170108400
01/10/2020,77.65000153,78.16750336,77.0625,77.58249664,75.78513336,140644800
01/13/2020,77.91000366,79.26750183,77.78749847,79.23999786,77.40423584,121532000
01/14/2020,79.17500305,79.39250183,78.04250336,78.16999817,76.35902405,161954400
01/15/2020,77.96250153,78.875,77.38749695,77.83499908,76.03179932,121923600
01/16/2020,78.39749908,78.92500305,78.02249908,78.80999756,76.98418427,108829200
01/17/2020,79.06749725,79.68499756,78.75,79.68250275,77.83646393,137816400
01/21/2020,79.29750061,79.75499725,79,79.14250183,77.30899811,110843200
01/22/2020,79.64499664,79.99749756,79.32749939,79.42500305,77.58495331,101832400
01/23/2020,79.48000336,79.88999939,78.91249847,79.80750275,77.95858765,104472000
01/24/2020,80.0625,80.83249664,79.37999725,79.57749939,77.73390961,146537600
01/27/2020,77.51499939,77.94249725,76.22000122,77.23750305,75.44813538,161940000
01/28/2020,78.15000153,79.59999847,78.04750061,79.42250061,77.58250427,162234000
01/29/2020,81.11250305,81.96250153,80.34500122,81.08499908,79.20648956,216229200
01/30/2020,80.13500214,81.02249908,79.6875,80.96749878,79.09171295,126743200
01/31/2020,80.23249817,80.66999817,77.07250214,77.37750244,75.58489227,199588400
02/03/2020,76.07499695,78.37249756,75.55500031,77.16500092,75.37730408,173788400
02/04/2020,78.82749939,79.91000366,78.40750122,79.71250153,77.86579895,136616400
02/05/2020,80.87999725,81.19000244,79.73750305,80.36250305,78.50073242,118826800
02/06/2020,80.64250183,81.30500031,80.06500244,81.30249786,79.41894531,105425600
02/07/2020,80.59249878,80.84999847,79.5,80.00749969,78.33943939,117684000
02/10/2020,78.54499817,80.38749695,78.46250153,80.38749695,78.7115097,109348800
02/11/2020,80.90000153,80.97499847,79.67749786,79.90249634,78.23660278,94323200
02/12/2020,80.36750031,81.80500031,80.36750031,81.80000305,80.09456635,113730400
02/13/2020,81.04750061,81.55500031,80.83750153,81.21749878,79.5242157,94747600
02/14/2020,81.18499756,81.49500275,80.71250153,81.23750305,79.54379272,80113600
02/18/2020,78.83999634,79.9375,78.65249634,79.75,78.08730316,152531200
02/19/2020,80,81.14250183,80,80.90499878,79.21822357,93984000
02/20/2020,80.65750122,81.16249847,79.55249786,80.07499695,78.40554047,100566000
02/21/2020,79.65499878,80.11250305,77.625,78.26249695,76.63080597,129554000
02/24/2020,74.31500244,76.04499817,72.30750275,74.54499817,72.99081421,222195200
02/25/2020,75.23750305,75.63249969,71.53250122,72.01999664,70.51845551,230673600
02/26/2020,71.63249969,74.47000122,71.625,73.16249847,71.637146,198054800
02/27/2020,70.27500153,71.5,68.23999786,68.37999725,66.95436096,320605600
02/28/2020,64.31500244,69.60250092,64.09249878,68.33999634,66.91518402,426510000
03/02/2020,70.56999969,75.36000061,69.43000031,74.70249939,73.14501953,341397200
03/03/2020,75.91750336,76,71.44999695,72.33000183,70.8219986,319475600
03/04/2020,74.11000061,75.84999847,73.28250122,75.68499756,74.10705566,219178400
03/05/2020,73.87999725,74.88749695,72.85250092,73.23000336,71.70323944,187572800
03/06/2020,70.5,72.70500183,70.30750275,72.25749969,70.75102234,226176800
03/09/2020,65.9375,69.52249908,65.75,66.54250336,65.15516663,286744800
03/10/2020,69.28500366,71.61000061,67.34249878,71.33499908,69.84776306,285290000
03/11/2020,69.34750366,70.30500031,67.96499634,68.85749817,67.42190552,255598800
03/12/2020,63.98500061,67.5,62,62.05749893,60.76367569,418474000
03/13/2020,66.22250366,69.98000336,63.23749924,69.49250031,68.04364777,370732000
03/16/2020,60.48749924,64.76999664,60,60.55250168,59.29005051,322423600
03/17/2020,61.87749863,64.40249634,59.59999847,63.21500015,61.89704132,324056000
03/18/2020,59.94250107,62.5,59.27999878,61.66749954,60.38180161,300233600
03/19/2020,61.84749985,63.20999908,60.65250015,61.19499969,59.91915512,271857200
03/20/2020,61.79499817,62.95750046,57,57.31000137,56.11515427,401693200
03/23/2020,57.02000046,57.125,53.15250015,56.09249878,54.92303467,336752800
03/24/2020,59.09000015,61.92250061,58.57500076,61.72000122,60.43321228,287531200
03/25/2020,62.6875,64.5625,61.07500076,61.38000107,60.10029602,303602000
03/26/2020,61.63000107,64.66999817,61.59000015,64.61000061,63.2629509,252087200
03/27/2020,63.1875,63.96749878,61.76250076,61.93500137,60.64372635,204216800
03/30/2020,62.68500137,63.88000107,62.34999847,63.70249939,62.37437439,167976400
03/31/2020,63.90000153,65.62249756,63,63.57249832,62.24708176,197002000
04/01/2020,61.625,62.18000031,59.78250122,60.22750092,58.97183228,176218400
04/02/2020,60.08499908,61.28749847,59.22499847,61.23249817,59.95587158,165934000
04/03/2020,60.70000076,61.42499924,59.74250031,60.35250092,59.09422302,129880000
04/06/2020,62.72499847,65.77749634,62.34500122,65.61750031,64.24946594,201820400
04/07/2020,67.69999695,67.92500305,64.75,64.85749817,63.50529099,202887200
04/08/2020,65.68499756,66.84249878,65.30750275,66.51750183,65.13069916,168895200
04/09/2020,67.17500305,67.51750183,66.17500305,66.99749756,65.60067749,161834800
04/13/2020,67.07749939,68.42500305,66.45749664,68.3125,66.88825989,131022800
04/14/2020,70,72.0625,69.51249695,71.76249695,70.26631927,194994800
04/15/2020,70.59999847,71.58249664,70.15750122,71.10749817,69.62498474,131154400
04/16/2020,71.84500122,72.05000305,70.58750153,71.67250061,70.17819214,157125200
04/17/2020,71.17250061,71.73750305,69.21499634,70.69999695,69.2259903,215250000
04/20/2020,69.48750305,70.41999817,69.21250153,69.23249817,67.78908539,130015200
04/21/2020,69.06999969,69.3125,66.35749817,67.09249878,65.6937027,180991600
04/22/2020,68.40249634,69.47499847,68.05000305,69.02500153,67.58591461,116862400
04/23/2020,68.96749878,70.4375,68.71749878,68.75749969,67.32397461,124814400
04/24/2020,69.30000305,70.75250244,69.25,70.74250031,69.26760101,126161200
04/27/2020,70.44999695,71.13500214,69.98750305,70.79250336,69.31655884,117087600
04/28/2020,71.26999664,71.45749664,69.55000305,69.64499664,68.19298553,112004800
04/29/2020,71.18250275,72.41750336,70.97250366,71.93250275,70.43279266,137280800
04/30/2020,72.48999786,73.63249969,72.08750153,73.44999695,71.91864014,183064000
05/01/2020,71.5625,74.75,71.46250153,72.26750183,70.76081085,240616800
05/04/2020,72.29250336,73.42250061,71.58000183,73.29000092,71.76200104,133568000
05/05/2020,73.76499939,75.25,73.61499786,74.38999939,72.83905792,147751200
05/06/2020,75.11499786,75.80999756,74.71749878,75.15750122,73.59055328,142333600
05/07/2020,75.80500031,76.29250336,75.49250031,75.93499756,74.35182953,115215200
05/08/2020,76.41000366,77.58750153,76.07250214,77.53250122,76.12154388,133838400
05/11/2020,77.02500153,79.26249695,76.80999756,78.75250244,77.31932831,145946400
05/12/2020,79.45749664,79.92250061,77.72750092,77.85250092,76.43571472,162301200
05/13/2020,78.03749847,78.98750305,75.80249786,76.91249847,75.51282501,200622400
05/14/2020,76.12750244,77.44750214,75.38249969,77.38500214,75.97672272,158929200
05/15/2020,75.08750153,76.97499847,75.05249786,76.92749786,75.52754211,166348400
